"organisation_name","category","suburb","postcode","state","address_line","lga","phone","public_email","website_url","contact_form_url","tags","workshop_relevance","source_url","last_verified","notes","lat","lon","website_checked","email_quality"
"Newcastle Libraries","Councils & Libraries","Newcastle","2300","NSW","Newcastle City Library, 15 Laman Street, Newcastle NSW 2300","Newcastle","02 4974 5300","library@ncc.nsw.gov.au","https://newcastlelibraries.com.au","https://newcastlelibraries.com.au/connect/contact-us","library,council,events","Library network with branch communication channels and event listings for workshop promotion.","https://www.newcastle.nsw.gov.au/about-us/contact-us/council-directory","2026-03-09","Updated with public library email confirmed via City of Newcastle directory.","","","true","valid"
"Lake Mac Libraries","Councils & Libraries","Belmont","2280","NSW","Belmont Library, 19 Ernest Street, Belmont NSW 2280","Lake Macquarie","02 4921 0111","","https://library.lakemac.com.au/","https://library.lakemac.com.au/Visit","library,council,lake-macquarie","Large regional library network with branch programs and event promotion reach across Lake Macquarie.","https://library.lakemac.com.au/Events/Craft-Club","2026-03-09","Used central library phone from official site and Belmont branch address from an official events page; public email was obfuscated in search output so it was left blank.","","","true","missing"
"Maitland Libraries","Councils & Libraries","East Maitland","2323","NSW","East Maitland Library, 3 Garnett Road, East Maitland NSW 2323","Maitland","(02) 4033 0999","library@maitland.nsw.gov.au","https://www.maitlandlibrary.com.au/","https://www.maitlandlibrary.com.au/your-library/using-the-library/visiting-our-libraries?page=2","library,council,maitland","Regional library network with family programs and branch communications that can support local workshop promotion.","https://www.maitlandlibrary.com.au/your-library/using-the-library/visiting-our-libraries?page=2","2026-03-09","Used the official Maitland Libraries contact page for East Maitland branch address and general library inbox.","","","true","valid"
"City of Sydney Libraries","Councils & Libraries","Sydney","2000","NSW","City of Sydney Library network, Sydney NSW 2000","Sydney","02 9265 9333","library@cityofsydney.nsw.gov.au","https://www.cityofsydney.nsw.gov.au/libraries","https://www.cityofsydney.nsw.gov.au/libraries","library,council,metro","High-reach metro library network suitable for workshop event promotion and information sharing.","https://www.cityofsydney.nsw.gov.au/libraries","2026-03-09","","","","true","valid"
"Inner West Council Library Service","Councils & Libraries","Petersham","2049","NSW","PO Box 14, Petersham NSW 2049","Inner West","02 9392 5588","Library@innerwest.nsw.gov.au","https://www.innerwest.nsw.gov.au/explore/libraries/find-a-library","https://www.innerwest.nsw.gov.au/explore/libraries/find-a-library","library,council,inner-west","Council library service can distribute workshop information through branches and local networks.","https://www.innerwest.nsw.gov.au/explore/libraries/find-a-library","2026-03-09","","","","true","valid"
"Action for People with Disability","Disability & NDIS Services","St Ives","2075","NSW","177 Rosedale Road (Cnr Mona Vale Road), St Ives NSW 2075","Ku-ring-gai","+61 2 9449 5355","referral@actionadvocacy.org.au","https://www.actionadvocacy.org.au/","https://www.actionadvocacy.org.au/","disability,advocacy,northern-sydney","Individual disability advocacy service with family support pathways and workshop outreach relevance.","https://www.actionadvocacy.org.au/","2026-03-09","","","","true","valid"
"Multicultural Disability Advocacy Association (MDAA)","Multicultural & Settlement Services","Granville","2142","NSW","10-12 Hutchinson Street, Granville NSW 2142","Parramatta","1800 629 072","mdaa@mdaa.org.au","https://www.mdaa.org.au/","https://www.mdaa.org.au/contact","disability,multicultural,advocacy","Supports CALD communities and can help promote culturally inclusive workshop information.","https://www.mdaa.org.au/contact","2026-03-09","","","","true","valid"
"Western Sydney Community Centre Incorporated","Community Centres & Neighbourhood Houses","Auburn","2144","NSW","98 Auburn Road, Auburn NSW 2144","Cumberland","(02) 9649 2063","admin@wscci.org.au","https://www.wscci.org.au/","https://www.wscci.org.au/mya/contactus","community-centre,multicultural,families","Community hub with multilingual outreach channels suited for workshop promotion.","https://www.wscci.org.au/mya/contactus","2026-03-09","","","","true","valid"
"Nimbin Health & Welfare Association","Community Centres & Neighbourhood Houses","Nimbin","2480","NSW","Nimbin Community Centre, 81 Cullen Street, Nimbin NSW 2480","Lismore","02 6689 1709","nhwa1@outlook.com.au","https://nimbinhealth.org.au/","https://nimbinhealth.org.au/contact/","community-centre,regional,wellbeing","Regional welfare association and community centre with local family and wellbeing networks.","https://nimbinhealth.org.au/contact/","2026-03-09","","","","true","valid"
"Neighbourhood Central Ltd","Community Centres & Neighbourhood Houses","Parkes","2870","NSW","80-82 Currajong Street, Parkes NSW 2870","Parkes","1300 810 771","","https://www.ncentral.org.au/","https://www.ncentral.org.au/","community-centre,regional,aged-care","Regional community organisation connected to local support networks and information channels.","https://www.ncentral.org.au/","2026-03-09","Email is Cloudflare-protected on source page.","","","true","missing"
"Lithgow City Council Libraries","Councils & Libraries","Lithgow","2790","NSW","157 Main Street, Lithgow NSW 2790","Lithgow","(02) 6352 9100","lithgow.library@lithgow.nsw.gov.au","https://library.lithgow.com/","https://library.lithgow.com/","library,council,regional","Council library service with event/newsletter channels for local workshop promotion.","https://library.lithgow.com/","2026-03-09","","","","true","valid"
"Central West Libraries","Councils & Libraries","Orange","2800","NSW","147 Byng Street, Orange NSW 2800","Orange","+61 2 6393 8120","","https://www.cwl.nsw.gov.au/","https://www.cwl.nsw.gov.au/contact/","library,council,regional","Regional library network that can amplify workshop promotion through member branches.","https://www.cwl.nsw.gov.au/contact/","2026-03-09","Email is obfuscated on source page.","","","true","missing"
"Macquarie Regional Library (Regional Office)","Councils & Libraries","Dubbo","2830","NSW","Corner Macquarie and Talbragar Streets, Dubbo NSW 2830","Dubbo Regional","02 6801 4501","info@mrl.nsw.gov.au","https://www.mrl.nsw.gov.au/","https://www.mrl.nsw.gov.au/about-us/contact-the-library","library,council,regional","Regional office for a multi-branch library network and community information distribution.","https://www.mrl.nsw.gov.au/about-us/contact-the-library","2026-03-09","","","","true","valid"
"Liverpool City Council Library (Yellamundie)","Councils & Libraries","Liverpool","2170","NSW","Yellamundie Library and Gallery, 52 Scott Street, Liverpool NSW 2170","Liverpool","02 8711 7177","library@liverpool.nsw.gov.au","https://mylibrary.liverpool.nsw.gov.au/","https://mylibrary.liverpool.nsw.gov.au/contact-us","library,council,south-west-sydney","Large metro council library service suitable for event and community outreach promotion.","https://mylibrary.liverpool.nsw.gov.au/contact-us","2026-03-09","","","","true","valid"
"Canada Bay Council Libraries","Councils & Libraries","Concord","2137","NSW","Concord Library, 60 Flavelle Street, Concord NSW 2137","Canada Bay","(02) 9911 6210","council@canadabay.nsw.gov.au","https://www.canadabay.nsw.gov.au/libraries/library-services","https://www.canadabay.nsw.gov.au/libraries/library-services","library,council,inner-sydney","Council library channels and community programs offer strong local workshop promotion opportunities.","https://www.canadabay.nsw.gov.au/libraries/library-services","2026-03-09","Primary library phone from library services page; council email listed in contact section.","","","true","valid"
"Disability Advocacy NSW (North Coast Office)","Disability & NDIS Services","Coffs Harbour","2450","NSW","Shop 8/13-15 Park Avenue, Coffs Harbour NSW 2450","Coffs Harbour","02 6651 1159","northcoast@da.org.au","https://www.da.org.au/","https://www.da.org.au/contact","disability,advocacy,regional","Regional disability advocacy office supporting fair access and referral pathways for families.","https://www.da.org.au/contact","2026-03-09","","","","true","valid"
"Disability Advocacy NSW (West and Far West Office)","Disability & NDIS Services","Dubbo","2830","NSW","31-33 Churst Street, Dubbo NSW 2830","Dubbo Regional","02 6332 2100","western@da.org.au","https://www.da.org.au/","https://www.da.org.au/contact","disability,advocacy,regional","Regional advocacy office with links to disability support networks across western NSW.","https://www.da.org.au/contact","2026-03-09","Address spelling reflects source text.","","","true","valid"
"Disability Advocacy NSW (Hunter South Office)","Disability & NDIS Services","Gosford","2250","NSW","Riverside Park Office Tower, Level 3, Suite 2, 69 Central Coast Highway, Gosford NSW 2250","Central Coast","1300 365 085","centralcoast@da.org.au","https://www.da.org.au/","https://www.da.org.au/contact","disability,advocacy,central-coast","Advocacy office connected to family and disability support pathways across the Central Coast.","https://www.da.org.au/contact","2026-03-09","","","","true","valid"
"Wentworth Point Community Centre and Library","Community Centres & Neighbourhood Houses","Wentworth Point","2127","NSW","Wentworth Point Community Centre and Library, Wentworth Point NSW 2127","Parramatta","","WentworthpointCCL@cityofparramatta.nsw.gov.au","https://www.cityofparramatta.nsw.gov.au/","https://cityofparramatta.nsw.gov.au/sites/council/files/2020-12/WPCCL%20Anniversary%20A4%20booklet.pdf","community-centre,library,council","Combined community centre and library site suitable for local workshop visibility and community engagement.","https://cityofparramatta.nsw.gov.au/sites/council/files/2020-12/WPCCL%20Anniversary%20A4%20booklet.pdf","2026-03-09","Details captured from council PDF snippet.","","","true","valid"
"Griffith Community Centre","Community Centres & Neighbourhood Houses","Griffith","2680","NSW","1 Olympic Street, Griffith NSW 2680","Griffith","02 6962 4144","admin@griffithcommunitycentre.org.au","https://griffithcommunitycentre.org.au/","https://griffithcommunitycentre.org.au/contact-us/","community-centre,regional,families","Community centre that can distribute workshop promotion through local support channels.","https://griffithcommunitycentre.org.au/contact-us/","2026-03-09","Website blocks some crawlers; details from contact page snippet.","","","true","valid"
"State Library of New South Wales","Councils & Libraries","Sydney","2000","NSW","1 Shakespeare Place, Sydney NSW 2000","Sydney","(02) 9273 1414","","https://www.sl.nsw.gov.au/","https://www.sl.nsw.gov.au/contact-us","library,statewide,research","State-level library institution with broad public communication channels and event audiences.","https://www.sl.nsw.gov.au/contact-us","2026-03-09","","","","true","missing"
"Family Services Australia","Early Childhood & Family Services","Shellharbour City Centre","2529","NSW","Family Services House, 1 Lamerton Crescent, Shellharbour City Centre NSW 2529","Shellharbour","1800 372 000","admin@familyservices.org.au","https://familyservices.org.au/","https://familyservices.org.au/make-a-referral/","family-support,regional,referrals","Family support organisation with active referral channels suitable for workshop promotion pathways.","https://familyservices.org.au/make-a-referral/","2026-03-09","Referrals email also listed as referrals@familyservices.org.au.","","","true","valid"
"Sydney Aboriginal Family Support Service (Sutherland Office)","Aboriginal & Torres Strait Islander Services","Sutherland","2232","NSW","Eton Arcade - Suite 20/760-754 Old Princes Highway, Sutherland NSW 2232","Sutherland Shire","0477 353 869","info@safss.com.au","https://www.safss.com.au/","https://www.safss.com.au/contact","aboriginal,family-support,culturally-safe","Aboriginal-led family support service with strong relevance for culturally safe community workshop promotion.","https://www.safss.com.au/contact","2026-03-09","","","","true","valid"
"Sydney Aboriginal Family Support Service (Dubbo Office)","Aboriginal & Torres Strait Islander Services","Dubbo","2830","NSW","Suite 2/62 Wingewara Street, Dubbo NSW 2830","Dubbo Regional","0477 353 869","info@safss.com.au","https://www.safss.com.au/","https://www.safss.com.au/contact","aboriginal,family-support,regional","Regional Aboriginal family support office with potential referral and outreach networks.","https://www.safss.com.au/contact","2026-03-09","Shared central phone/email listed on contact page.","","","true","valid"
"Community Action for Better Living (CABL) Family Support Service","Early Childhood & Family Services","Homebush","2140","NSW","Building E, Suite 1, 29-35 Burlington Road, Homebush NSW 2140","Strathfield","(02) 9744 1866","info@cabl.org.au","https://cabl.org.au/","https://cabl.org.au/family-support-services/","family-support,parenting,multicultural","Family support service for Inner West and adjacent LGAs with direct referral intake channels.","https://cabl.org.au/family-support-services/","2026-03-09","Referral mailbox on page: familysupportreferral@cabl.org.au.","","","true","valid"
"IMC Library","Councils & Libraries","South Eveleigh","2015","NSW","Suite 1, Bay 3, 2 Locomotive Street, South Eveleigh NSW 2015","Sydney","(02) 9209 4888","library@imc.edu.au","https://library.imc.edu.au/","https://library.imc.edu.au/About/contact-us","library,education,inner-sydney","Accessible library audience and communication channel that may support local workshop awareness.","https://library.imc.edu.au/About/contact-us","2026-03-09","Private tertiary library; include as optional outreach channel.","","","true","valid"
"South Western Sydney PHN","Health Services & Primary Health Networks","Liverpool","2170","NSW","South Western Sydney Primary Health Network, Liverpool NSW 2170","Liverpool","02 4632 3000","enquiries@swsphn.com.au","https://swsphn.com.au/","https://swsphn.com.au/contact/","health,phn,primary-care","Primary Health Network with broad provider and community channels across south-west Sydney for workshop promotion.","https://swsphn.com.au/contact/","2026-03-09","The contact page lists organisation phone and general enquiries email; no street address was clearly exposed in the extracted public page content.","","","true","valid"
"Nepean Blue Mountains PHN","Health Services & Primary Health Networks","Kingswood","2747","NSW","Werrington Park Corporate Centre, Level 1 Suite 1, 14 Great Western Highway, Kingswood NSW 2747","Penrith","(02) 4708 8100","","https://www.nbmphn.com.au/","https://www.nbmphn.com.au/","health,phn,western-sydney","Primary Health Network with strong links to GPs, services and community promotion channels across western Sydney and the Blue Mountains.","https://www.nbmphn.com.au/","2026-03-09","General contact page did not expose a public email in the extracted content.","","","true","missing"
"Murrumbidgee Primary Health Network","Health Services & Primary Health Networks","Wagga Wagga","2650","NSW","1/185 Morgan Street, Wagga Wagga NSW 2650","Wagga Wagga","(02) 6923 3100","","https://mphn.org.au/","https://mphn.org.au/contact-us","health,phn,regional","Regional Primary Health Network with provider and community-facing channels that can support workshop referrals and promotion.","https://mphn.org.au/contact-us","2026-03-09","Public page exposed street address and phone; no public email was visible in the extracted contact content.","","","true","missing"
"Western NSW PHN (Dubbo Office)","Health Services & Primary Health Networks","Dubbo","2830","NSW","First Floor, 187 Brisbane Street, Dubbo NSW 2830","Dubbo Regional","","admin@wnswphn.org.au","https://wnswphn.org.au/","https://www.wnswphn.org.au/contact-us","health,phn,regional","Regional Primary Health Network serving western NSW through provider, community and health-promotion networks.","https://www.wnswphn.org.au/contact-us","2026-03-09","General enquiries email published on the contact page; office listing selected from the same page.","","","true","valid"
"Sydney North Health Network","Health Services & Primary Health Networks","Chatswood","2067","NSW","Level 5, Tower 2, 475 Victoria Avenue, Chatswood NSW 2067","Willoughby","","info@snhn.org.au","https://www.snhn.net/","https://www.snhn.net/","health,phn,northern-sydney","Primary Health Network with established health-sector communication channels across northern Sydney.","https://www.snhn.net/","2026-03-09","Homepage footer exposed head office address and general information email; no public phone number was captured in the extracted content.","","","true","valid"
"Youth Action","Youth Services","Darlinghurst","2010","NSW","262 Liverpool Street, Darlinghurst NSW 2010","Sydney","(02) 8354 3700","info@youthaction.org.au","https://youthaction.org.au/","https://youthaction.org.au/contact_us/","youth,advocacy,peak-body","NSW youth peak body with sector networks that can help distribute workshop information to youth-focused services.","https://youthaction.org.au/contact_us/","2026-03-09","","","","true","valid"
"Byron Youth Service","Youth Services","Byron Bay","2481","NSW","1 Gilmore Crescent, Byron Bay NSW 2481","Byron","(02) 6685 7777","info@bys.org.au","https://www.bys.org.au/","https://www.bys.org.au/contact-us","youth,regional,wellbeing","Regional youth service with strong local engagement and youth/family communication pathways.","https://www.bys.org.au/contact-us","2026-03-09","","","","true","valid"
"Youth Off The Streets","Youth Services","Alexandria","2015","NSW","28 Bowden Street, Alexandria NSW 2015","Sydney","(02) 9330 3500","info@youthoffthestreets.com.au","https://youthoffthestreets.com.au/","https://youthoffthestreets.com.au/contact-us/","youth,education,community-support","Major youth support organisation with extensive referral and community engagement reach across NSW.","https://youthoffthestreets.com.au/contact-us/","2026-03-09","Contact page also lists 1800 06 22 88 and other specialist inboxes.","","","true","valid"
"Youth Insearch","Youth Services","Blacktown","2148","NSW","Level 3, 2 Warrick Lane, Blacktown NSW 2148","Blacktown","1800 805 635","","https://youthinsearch.org.au/","https://youthinsearch.org.au/contact","youth,peer-support,western-sydney","Peer support youth organisation with direct reach into young people and families across western Sydney and beyond.","https://youthinsearch.org.au/contact","2026-03-09","Public page exposed head office address and phone; contact is routed through web form rather than public email.","","","true","missing"
"YourAid","Youth Services","Camperdown","2050","NSW","90-92 Church Street, Camperdown NSW 2050","Sydney","02 9519 6054","info@youraid.org.au","https://www.youraid.org.au/","https://www.youraid.org.au/contact-us","youth,drop-in,inner-sydney","Youth-focused service with direct local access points and suitable workshop referral pathways.","https://www.youraid.org.au/contact-us","2026-03-09","","","","true","valid"
"The Y NSW Call a Youth Worker (Western Sydney)","Youth Services","Parramatta","2150","NSW","Parramatta NSW 2150","Parramatta","02 9633 8270","youth@ymcansw.org.au","https://www.ymcansw.org.au/","https://www.ymcansw.org.au/community-services/youth/call-a-youth-worker/","youth,phone-support,western-sydney","Youth support line and referral pathway that can share workshops with young people and connected families.","https://www.ymcansw.org.au/community-services/youth/call-a-youth-worker/","2026-03-09","Western Sydney contact is service-based rather than a full street office listing on the public page.","","","true","valid"
"Northside Radio FM99.3","Local Media & Community Promotion Channels","Chatswood","2067","NSW","112 Victoria Avenue, Chatswood NSW 2067","Willoughby","(02) 9402 2292","admin@northsideradio.com.au","https://northsideradio.com.au/","https://northsideradio.com.au/about/contact/","media,community-radio,northern-sydney","Community radio station with established local audiences and promotion pathways across northern Sydney.","https://northsideradio.com.au/about/contact/","2026-03-09","Address, phone and email were exposed in page JSON-LD and contact markup.","","","true","valid"
"2MFM - Muslim Community Radio","Local Media & Community Promotion Channels","Chester Hill","2162","NSW","40 Hector Street, Chester Hill NSW 2162","Canterbury-Bankstown","02 9707 2747","contactus@2mfm.org.au","https://2mfm.org.au/","https://2mfm.org.au/contact/","media,community-radio,multicultural","Community radio channel with strong multilingual and multicultural outreach potential for workshop promotion.","https://2mfm.org.au/contact/","2026-03-09","","","","true","valid"
"2MCE","Local Media & Community Promotion Channels","Bathurst","2795","NSW","Buildings 1433 and 1434, Charles Sturt University, Orchard Court, Bathurst NSW 2795","Bathurst","+61 6338 4790","2mce@csu.edu.au","https://arts-ed.csu.edu.au/2mce/","https://arts-ed.csu.edu.au/2mce/contact-us","media,community-radio,regional","Regional radio station with local audience reach and a public general-enquiries channel suitable for promotion requests.","https://arts-ed.csu.edu.au/2mce/contact-us","2026-03-09","Used the general enquiries contact rather than staff-specific contacts.","","","true","valid"
"88.9 FM Richmond Valley Radio","Local Media & Community Promotion Channels","Coraki","2471","NSW","PO Box 90, Coraki NSW 2471","Richmond Valley","(02) 5602 1906","","https://www.radio889.org.au/","https://www.radio889.org.au/contact","media,community-radio,regional","Regional community radio outlet that can help distribute workshop promotions across the Richmond Valley.","https://www.radio889.org.au/contact","2026-03-09","Official contact page exposes admin phone and postal address; no public general email was shown in the snippet.","","","true","missing"
"Kandos Rylstone Community Radio (KRR FM)","Local Media & Community Promotion Channels","Kandos","2848","NSW","PO Box 99, Kandos NSW 2848","Mid-Western Regional","02 6379 4360","krrfm@winsoft.net.au","https://krrfm.org.au/","https://krrfm.org.au/contact/","media,community-radio,regional","Regional community radio station suited to local event and workshop promotion in central western NSW.","https://krrfm.org.au/contact/","2026-03-09","","","","true","valid"
"Monaro Community Radio (2MNO)","Local Media & Community Promotion Channels","Cooma","2630","NSW","North Cooma Shopping Centre, Binalong Street, Cooma NSW 2630","Snowy Monaro","02 6452 5210","info@2mno.org.au","https://www.2mno.org.au/","https://www.2mno.org.au/contact-us/","media,community-radio,regional","Regional community radio station with local listener reach across the Snowy Monaro.","https://www.2mno.org.au/contact-us/","2026-03-09","Official page also lists a Nimmitabel studio and webmaster email.","","","true","valid"
"2NCR River FM 92.9","Local Media & Community Promotion Channels","South Lismore","2480","NSW","4 Foleys Road, South Lismore NSW 2480","Lismore","(02) 6622 7939","manager@2ncr.org.au","https://2ncr.org.au/","https://2ncr.org.au/contactus/","media,community-radio,northern-rivers","Community radio station with multiple public email channels and local community announcement relevance.","https://2ncr.org.au/contactus/","2026-03-09","Used manager email as the most general public email listed on the official contact page.","","","true","valid"
"Edge FM","Local Media & Community Promotion Channels","Bega","2550","NSW","Old Bega Hospital, 3 Corkhill Drive, Bega NSW 2550","Bega Valley","02 6492 4202","","https://edgefm.org.au/","https://edgefm.org.au/contact/","media,community-radio,south-coast","South Coast community radio channel with local audiences and community promotion value.","https://edgefm.org.au/contact/","2026-03-09","Official contact page excerpt exposed phone and physical location but not a public email.","","","true","missing"
"Royal Far West","Allied Health (OT, Speech, Psych)","Manly","2095","NSW","14-18 Wentworth Street, Manly NSW 2095","Northern Beaches","1800 500 061","","https://www.royalfarwest.org.au/","https://www.royalfarwest.org.au/contact/","allied-health,child-health,regional-support","Child development and multidisciplinary support provider with referral pathways relevant to families considering autism workshops.","https://www.royalfarwest.org.au/contact/","2026-03-09","Public contact page exposed address and phone; no general public email was captured in the extracted content.","","","true","missing"
"Raise Foundation","NGOs/Charities (family, disability, mental health)","Sydney","2000","NSW","Level 3, 131 Clarence Street, Sydney NSW 2000","Sydney","02 7208 8337","hello@raise.org.au","https://www.raise.org.au/","https://www.raise.org.au/contact-us/","charity,youth,mentoring","Youth mentoring charity with strong school and youth-sector networks that could help amplify workshop promotion.","https://www.raise.org.au/contact-us/","2026-03-09","","","","true","valid"
"Wayside Chapel (Kings Cross)","NGOs/Charities (family, disability, mental health)","Potts Point","2011","NSW","29 Hughes Street, Potts Point NSW 2011","Sydney","(02) 9581 9100","","https://www.waysidechapel.org.au/","https://www.waysidechapel.org.au/contact/","charity,community-support,eastern-suburbs","High-visibility community support organisation with trusted local channels across Kings Cross and the eastern suburbs.","https://www.waysidechapel.org.au/contact/","2026-03-09","Public page exposed address and phone; the published email was Cloudflare-obfuscated in the extracted content.","","","true","missing"
"Family Advocacy NSW","NGOs/Charities (family, disability, mental health)","Hornsby","2077","NSW","Suite 704, 88-90 George Street, Hornsby NSW 2077","Hornsby","1800 620 588","","https://family-advocacy.com/","https://family-advocacy.com/contact/","charity,disability,families","Disability family advocacy organisation with direct relevance to workshop referrals and community promotion.","https://family-advocacy.com/contact/","2026-03-09","Public contact page exposed office address and phone; no general public email was captured in the extracted content.","","","true","missing"
"Barnardos Australia (Sydney Metro)","NGOs/Charities (family, disability, mental health)","Marrickville","2204","NSW","23-27 Shepherd Street, Marrickville NSW 2204","Inner West","(02) 9218 2358","sydneymetro@barnardos.org.au","https://www.barnardos.org.au/","https://www.barnardos.org.au/contact-us/","charity,families,sydney-metro","Large child and family charity with metro outreach channels and direct family support relevance.","https://www.barnardos.org.au/contact-us/","2026-03-09","","","","true","valid"
"Barnardos Australia (Broadmeadow)","NGOs/Charities (family, disability, mental health)","Broadmeadow","2292","NSW","7-9 Brunker Road, Broadmeadow NSW 2292","Newcastle","(02) 4978 9500","info@barnardos.org.au","https://www.barnardos.org.au/","https://www.barnardos.org.au/contact-us/","charity,families,hunter","Hunter-region Barnardos office with local family-service connections and promotion potential.","https://www.barnardos.org.au/contact-us/","2026-03-09","","","","true","valid"
"Barnardos Australia (Penrith)","NGOs/Charities (family, disability, mental health)","Cranebrook","2749","NSW","3-5 Hosking Street, Cranebrook NSW 2749","Penrith","(02) 4729 1211","penrith@barnardos.org.au","https://www.barnardos.org.au/","https://www.barnardos.org.au/contact-us/","charity,families,western-sydney","Western Sydney Barnardos office with direct community-service and family outreach relevance.","https://www.barnardos.org.au/contact-us/","2026-03-09","","","","true","valid"
"Barnardos Australia (Wyong)","NGOs/Charities (family, disability, mental health)","Wyong","2259","NSW","1/25-27 Alison Road, Wyong NSW 2259","Central Coast","(02) 4352 5900","intro@barnardos.org.au","https://www.barnardos.org.au/","https://www.barnardos.org.au/contact-us/","charity,families,central-coast","Central Coast Barnardos office with local support networks suitable for workshop referral and promotion.","https://www.barnardos.org.au/contact-us/","2026-03-09","","","","true","valid"
"Variety NSW/ACT (Sydney Office)","NGOs/Charities (family, disability, mental health)","Artarmon","2064","NSW","Suite 201, Level 2, 44 Hampden Road, Artarmon NSW 2064","Willoughby","02 9819 1000","","https://nsw.variety.org.au/","https://nsw.variety.org.au/contact/","charity,children,metro","Children's charity with broad event, family and community engagement channels across Sydney.","https://nsw.variety.org.au/contact/","2026-03-09","Official contact page exposed Sydney office address and phone; no general public email was shown in the extracted page content.","","","true","missing"
"Variety NSW/ACT (Newcastle Office)","NGOs/Charities (family, disability, mental health)","Broadmeadow","2292","NSW","155-157 Lambton Road, Broadmeadow NSW 2292","Newcastle","02 4965 4911","","https://nsw.variety.org.au/","https://nsw.variety.org.au/contact/","charity,children,hunter","Children's charity with regional presence and family-facing networks in the Hunter.","https://nsw.variety.org.au/contact/","2026-03-09","Official contact page exposed Newcastle office address and phone; no general public email was shown in the extracted page content.","","","true","missing"
