organisation_name,category,suburb,postcode,state,address_line,lga,phone,public_email,website_url,contact_form_url,tags,workshop_relevance,source_url,last_verified,notes,lat,lon,website_checked,email_quality
headspace Shepparton,Mental Health & Counselling,Shepparton,3630,VIC,,Greater Shepparton,(03) 5823 8800,intakeheadspace@gvhealth.org.au,https://headspace.org.au/,,"headspace,youth mental health,young people,12-25",headspace centre providing mental health services to young people 12-25; well-placed to connect youth and families to autism workshop information.,https://headspace.org.au/headspace-centres/shepparton/,2026-03-09,,,,true,verified
headspace South Melbourne,Mental Health & Counselling,South Melbourne,3205,VIC,,Port Phillip,(03) 8850 4180,headspace.southmelbourne@accesshc.org.au,https://headspace.org.au/,,"headspace,youth mental health,young people,12-25",headspace centre providing mental health services to young people 12-25; well-placed to connect youth and families to autism workshop information.,https://headspace.org.au/headspace-centres/south-melbourne/,2026-03-09,,,,true,verified
headspace Sunshine,Mental Health & Counselling,Sunshine,3020,VIC,,Brimbank,(03) 8311 9420,info-headspacesunshine@orygen.org.au,https://headspace.org.au/,,"headspace,youth mental health,young people,12-25",headspace centre providing mental health services to young people 12-25; well-placed to connect youth and families to autism workshop information.,https://headspace.org.au/headspace-centres/sunshine/,2026-03-09,,,,true,verified
headspace Swan Hill,Mental Health & Counselling,Swan Hill,3585,VIC,,Swan Hill,(03) 4010 7100,headspace@shdh.org.au,https://headspace.org.au/,,"headspace,youth mental health,young people,12-25",headspace centre providing mental health services to young people 12-25; well-placed to connect youth and families to autism workshop information.,https://headspace.org.au/headspace-centres/swan-hill/,2026-03-09,,,,true,verified
headspace Syndal,Mental Health & Counselling,Mount Waverley,3149,VIC,,Monash,(03) 8552 0800,headspacesyndal@alfred.org.au,https://headspace.org.au/,,"headspace,youth mental health,young people,12-25",headspace centre providing mental health services to young people 12-25; well-placed to connect youth and families to autism workshop information.,https://headspace.org.au/headspace-centres/syndal/,2026-03-09,,,,true,verified
headspace Wangaratta,Mental Health & Counselling,Wangaratta,3677,VIC,,Rural City of Wangaratta,1300 332 022,headspaceaw@gatewayhealth.org.au,https://headspace.org.au/,,"headspace,youth mental health,young people,12-25",headspace centre providing mental health services to young people 12-25; well-placed to connect youth and families to autism workshop information.,https://headspace.org.au/headspace-centres/wangaratta/,2026-03-09,,,,true,verified
headspace Warrnambool,Mental Health & Counselling,Warrnambool,3280,VIC,,Warrnambool City,1300 276 749,hswarrnambool@brophy.org.au,https://headspace.org.au/,,"headspace,youth mental health,young people,12-25",headspace centre providing mental health services to young people 12-25; well-placed to connect youth and families to autism workshop information.,https://headspace.org.au/headspace-centres/warrnambool/,2026-03-09,,,,true,verified
headspace Werribee,Mental Health & Counselling,Werribee,3030,VIC,,Wyndham,(03) 8001 2366,info-headspacewerribee@orygen.org.au,https://headspace.org.au/,,"headspace,youth mental health,young people,12-25",headspace centre providing mental health services to young people 12-25; well-placed to connect youth and families to autism workshop information.,https://headspace.org.au/headspace-centres/werribee/,2026-03-09,,,,true,verified
headspace Wonthaggi,Mental Health & Counselling,Wonthaggi,3995,VIC,,Bass Coast Shire,(03) 5671 5900,info@headspacewonthaggi.org.au,https://headspace.org.au/,,"headspace,youth mental health,young people,12-25",headspace centre providing mental health services to young people 12-25; well-placed to connect youth and families to autism workshop information.,https://headspace.org.au/headspace-centres/wonthaggi/,2026-03-09,,,,true,verified
Eastern Melbourne PHN,Health Services & Primary Health Networks,Box Hill,3128,VIC,,Whitehorse,(03) 9046 0300,info@emphn.org.au,https://www.emphn.org.au/,,"phn,primary health,community health,victoria",Victorian Primary Health Network coordinating primary care services and community health across the region.,https://www.emphn.org.au/contact/,2026-03-09,,,,true,verified
North Western Melbourne PHN,Health Services & Primary Health Networks,Docklands,3008,VIC,,Melbourne,03 9347 1188,,https://www.nwmphn.org.au/,,"phn,primary health,community health,victoria",Victorian Primary Health Network coordinating primary care services and community health across the region.,https://www.nwmphn.org.au/contact/,2026-03-09,,,,true,missing
Carers Victoria,Parent & Carer Support,Melbourne,3000,VIC,PO Box 13305 Melbourne VIC 8010,Melbourne City,1800 514 845,reception@carersvictoria.org.au,https://www.carersvictoria.org.au/,,"carers,disability,family support,victoria wide",Carers Victoria is the peak body for carers in VIC; excellent for reaching parents and carers of people with autism statewide.,https://www.carersvictoria.org.au/contact-us,2026-03-09,,,,true,verified
Relationships Australia VIC (Camberwell),Health Services & Primary Health Networks,Camberwell,3124,VIC,,Boroondara,(03) 8573 2222,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Relationships Australia VIC (Bairnsdale),Health Services & Primary Health Networks,Bairnsdale,3875,VIC,,East Gippsland,(03) 5175 9500,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Relationships Australia VIC (Ballarat),Health Services & Primary Health Networks,Ballarat,3350,VIC,,City of Ballarat,(03) 5337 9222,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Relationships Australia VIC (Berwick),Health Services & Primary Health Networks,Berwick,3806,VIC,,Casey,(03) 8768 4111,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Relationships Australia VIC (Boronia),Health Services & Primary Health Networks,Boronia,3155,VIC,,Knox,(03) 9725 9964,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Relationships Australia VIC (Cranbourne),Health Services & Primary Health Networks,Cranbourne,3977,VIC,,Casey,(03) 5990 1900,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Relationships Australia VIC (Greensborough),Health Services & Primary Health Networks,Greensborough,3088,VIC,,Banyule,(03) 9431 7777,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Relationships Australia VIC (Kew),Health Services & Primary Health Networks,Kew,3101,VIC,,Boroondara,(03) 9261 8700,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Relationships Australia VIC (Melbourne CBD),Health Services & Primary Health Networks,Melbourne,3000,VIC,,Melbourne City,(03) 8625 3666,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Relationships Australia VIC (Shepparton),Health Services & Primary Health Networks,Shepparton,3632,VIC,,Greater Shepparton,(03) 5820 7444,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Relationships Australia VIC (Sunshine),Health Services & Primary Health Networks,Sunshine,3020,VIC,,Brimbank,(03) 8311 9222,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Relationships Australia VIC (Traralgon),Health Services & Primary Health Networks,Traralgon,3844,VIC,,Latrobe City,(03) 5175 9500,,https://www.rav.org.au/,,"relationships,counselling,family,mental health",Relationships Australia VIC provides counselling and family support; useful for reaching families navigating autism alongside relationship challenges.,https://www.rav.org.au/contact/,2026-03-09,,,,true,missing
Uniting Vic.Tas (Melbourne),Faith-Based Community Organisations,Melbourne,3000,VIC,130 Lonsdale Street Melbourne VIC 3000,Melbourne City,(03) 9192 8100,info@unitingvictas.org.au,https://www.unitingvictas.org.au/,,"uniting church,faith,community services,vic wide","Uniting Vic.Tas provides community services across VIC including disability, homelessness and family support; broad statewide reach.",https://www.unitingvictas.org.au/,2026-03-09,,,,true,verified
Scope Australia (Hawthorn),Disability & NDIS Services,Hawthorn,3122,VIC,Level 2 109 Burwood Road Hawthorn VIC 3122,Boroondara,1300 472 673,hello@scopeaust.org.au,https://www.scopeaust.org.au/,,"disability,ndis,cerebral palsy,community,vic",Scope Australia is a major VIC disability support provider; broad reach into disability families for workshop promotion.,https://www.scopeaust.org.au/contact-us/,2026-03-09,,,,true,verified
Amaze (Autism Victoria),Disability & NDIS Services,Melbourne,3000,VIC,,Melbourne City,1300 308 699,info@amaze.org.au,https://www.amaze.org.au/,,"autism,disability,family support,peak body,vic",Amaze is the peak body for autistic people and their families in VIC; directly relevant for autism workshop promotion statewide.,https://www.amaze.org.au/contact-us/,2026-03-09,,,,true,verified
VALID (Disability Advocacy VIC),Disability & NDIS Services,Collingwood,3066,VIC,Level 1 144 Langridge Street Collingwood VIC 3066,Yarra,(03) 9416 4003,admin@valid.org.au,https://www.valid.org.au/,,"disability,advocacy,rights,ndis,victoria",VALID is VIC peak disability rights and advocacy organisation; key network for autism and disability family outreach.,https://www.valid.org.au/contact-us,2026-03-09,,,,true,verified
Victorian Multicultural Commission (VMC),Multicultural & Cultural Community Services,Melbourne,3000,VIC,,Melbourne City,,contact@vmc.vic.gov.au,https://www.multiculturalcommission.vic.gov.au/,,"multicultural,government,community,diversity",VMC advises the VIC Government on multicultural affairs; statewide reach into CALD communities for autism workshop promotion.,https://www.multiculturalcommission.vic.gov.au/contact-us,2026-03-09,,,,true,verified
Ethnic Communities Council of Victoria (ECCV),Multicultural & Cultural Community Services,Coburg,3058,VIC,Suite 101 398 Sydney Road Coburg VIC 3058,Merri-bek,(03) 9354 9555,eccv@eccv.org.au,https://www.eccv.org.au/,,"multicultural,ethnic,community,peak body,victoria",ECCV is the peak body for ethnic community organisations in VIC; excellent network for reaching CALD families about autism workshops.,https://eccv.org.au/contact/,2026-03-09,,,,true,verified
First Peoples Assembly of Victoria,Aboriginal & Torres Strait Islander Services,Melbourne,3000,VIC,,Melbourne City,1800 873 289,engagement@firstpeoplesvic.org,https://www.firstpeoplesvic.org/,,"aboriginal,first nations,treaty,victoria",First Peoples Assembly of Victoria is the elected voice for Victoria Aboriginal communities; key partner for reaching First Nations families.,https://www.firstpeoplesvic.org/contact/,2026-03-09,,,,true,verified
Victorian Aboriginal Child Care Agency (VACCA - Preston),Aboriginal & Torres Strait Islander Services,Preston,3072,VIC,,Darebin,(03) 9287 8800,vacca@vacca.org,https://www.vacca.org/,,"aboriginal,child care,family,community,victoria",VACCA provides Aboriginal community-controlled child and family services across Victoria; key partner for reaching Aboriginal families.,https://www.vacca.org/contact,2026-03-09,,,,true,verified
Victorian Aboriginal Child Care Agency (VACCA - Chirnside Park),Aboriginal & Torres Strait Islander Services,Chirnside Park,3116,VIC,,Yarra Ranges,(03) 8727 0200,,https://www.vacca.org/,,"aboriginal,child care,family,community,victoria",VACCA provides Aboriginal community-controlled child and family services across Victoria; key partner for reaching Aboriginal families.,https://www.vacca.org/contact,2026-03-09,,,,true,missing
Victorian Aboriginal Child Care Agency (VACCA - Dandenong),Aboriginal & Torres Strait Islander Services,Dandenong,3175,VIC,,Greater Dandenong,(03) 9108 3500,,https://www.vacca.org/,,"aboriginal,child care,family,community,victoria",VACCA provides Aboriginal community-controlled child and family services across Victoria; key partner for reaching Aboriginal families.,https://www.vacca.org/contact,2026-03-09,,,,true,missing
Victorian Aboriginal Child Care Agency (VACCA - Frankston),Aboriginal & Torres Strait Islander Services,Frankston,3199,VIC,,Frankston,(03) 8796 0700,,https://www.vacca.org/,,"aboriginal,child care,family,community,victoria",VACCA provides Aboriginal community-controlled child and family services across Victoria; key partner for reaching Aboriginal families.,https://www.vacca.org/contact,2026-03-09,,,,true,missing
Victorian Aboriginal Child Care Agency (VACCA - Melton),Aboriginal & Torres Strait Islander Services,Melton,3337,VIC,,Melton,(03) 8746 2776,,https://www.vacca.org/,,"aboriginal,child care,family,community,victoria",VACCA provides Aboriginal community-controlled child and family services across Victoria; key partner for reaching Aboriginal families.,https://www.vacca.org/contact,2026-03-09,,,,true,missing
Victorian Aboriginal Child Care Agency (VACCA - Morwell),Aboriginal & Torres Strait Islander Services,Morwell,3840,VIC,,Latrobe City,(03) 5135 6055,,https://www.vacca.org/,,"aboriginal,child care,family,community,victoria",VACCA provides Aboriginal community-controlled child and family services across Victoria; key partner for reaching Aboriginal families.,https://www.vacca.org/contact,2026-03-09,,,,true,missing
Victorian Aboriginal Child Care Agency (VACCA - Wangaratta),Aboriginal & Torres Strait Islander Services,Wangaratta,3677,VIC,,Rural City of Wangaratta,(03) 5756 9000,,https://www.vacca.org/,,"aboriginal,child care,family,community,victoria",VACCA provides Aboriginal community-controlled child and family services across Victoria; key partner for reaching Aboriginal families.,https://www.vacca.org/contact,2026-03-09,,,,true,missing
Victorian Aboriginal Child Care Agency (VACCA - Werribee),Aboriginal & Torres Strait Islander Services,Werribee,3030,VIC,,Wyndham,(03) 9742 8300,,https://www.vacca.org/,,"aboriginal,child care,family,community,victoria",VACCA provides Aboriginal community-controlled child and family services across Victoria; key partner for reaching Aboriginal families.,https://www.vacca.org/contact,2026-03-09,,,,true,missing
Victorian Aboriginal Health Service (VAHS - Fitzroy),Aboriginal & Torres Strait Islander Services,Fitzroy,3065,VIC,,Yarra,03 9419 3000,info@vahs.org.au,https://www.vahs.org.au/,,"aboriginal,health,community,victoria",VAHS provides community-controlled Aboriginal health services across Melbourne and regional VIC.,https://www.vahs.org.au/contact-us/,2026-03-09,,,,true,verified
Victorian Aboriginal Health Service (VAHS - Preston),Aboriginal & Torres Strait Islander Services,Preston,3072,VIC,,Darebin,03 9419 3000,info@vahs.org.au,https://www.vahs.org.au/,,"aboriginal,health,community,victoria",VAHS provides community-controlled Aboriginal health services across Melbourne and regional VIC.,https://www.vahs.org.au/contact-us/,2026-03-09,,,,true,verified
Victorian Aboriginal Health Service (VAHS - South Morang),Aboriginal & Torres Strait Islander Services,South Morang,3752,VIC,,Whittlesea,03 9419 3000,info@vahs.org.au,https://www.vahs.org.au/,,"aboriginal,health,community,victoria",VAHS provides community-controlled Aboriginal health services across Melbourne and regional VIC.,https://www.vahs.org.au/contact-us/,2026-03-09,,,,true,verified
Victorian Aboriginal Health Service (VAHS - St Albans),Aboriginal & Torres Strait Islander Services,St Albans,3021,VIC,,Brimbank,03 9419 3000,info@vahs.org.au,https://www.vahs.org.au/,,"aboriginal,health,community,victoria",VAHS provides community-controlled Aboriginal health services across Melbourne and regional VIC.,https://www.vahs.org.au/contact-us/,2026-03-09,,,,true,verified
Youth Affairs Council Victoria (YACVic),Youth Services,Melbourne,3000,VIC,Level 14 242 Exhibition Street Melbourne VIC 3000,Melbourne City,,info@YACVic.org.au,https://www.yacvic.org.au/,,"youth,advocacy,policy,peak body,victoria",YACVic is the peak body for youth issues in VIC; statewide reach into youth services sector for workshop promotion.,https://www.yacvic.org.au/contact/,2026-03-09,,,,true,verified
